retailer,urls,record_uuid
CDW,https://www.cdw.com/product/s/7779772,2a058d9c-7fa6-4338-a766-ec9d8e8f0af4
CDW,https://www.cdw.com/product/s/7969153,ce2f429f-bb06-45c4-bd48-04e67c79a253
CDW,https://www.cdw.com/product/s/7949134,b770832d-6e5b-407c-abed-55f23c3ea4a4
CDW,https://www.cdw.com/product/s/7978375,efbfbd3b-db45-4c4b-aa2c-61108db2c495
CDW,https://www.cdw.com/product/s/7841863,04cef3de-9a9c-4d55-bb11-8279a12267d9
CDW,https://www.cdw.com/product/s/7997685,f4850057-6dd0-488a-b184-fedc0425ec47
CDW,https://www.cdw.com/product/s/7771750,9e5db3dc-8cdb-45e9-8709-c2f53cd207cd
CDW,https://www.cdw.com/product/s/7977830,cf859fa6-9c40-490b-ac0d-56cf9521fd55
CDW,https://www.cdw.com/product/s/7947944,c8e78eef-57f9-4a07-8d6a-44d69a9cc1f4
CDW,https://www.cdw.com/product/s/7921971,54153576-23eb-4309-895a-185e33cbd03f
CDW,https://www.cdw.com/product/s/6857742,df280874-99de-4b3e-b629-9cc593768385
CDW,https://www.cdw.com/product/s/8011891,1d667e0b-44df-4412-bbf8-546c161ef345
CDW,https://www.cdw.com/product/s/6504077,2a014883-b5e6-4bce-966e-75cd84aa8c83
CDW,https://www.cdw.com/product/s/7233283,ecd28299-212f-450f-9233-9e22e250729f
CDW,https://www.cdw.com/product/s/7922985,f626446f-ba7e-438e-bbe0-47a1e1261b7e
CDW,https://www.cdw.com/product/s/7999512,cbf10825-afa4-4634-ab70-c4f6bad1a2aa
CDW,https://www.cdw.com/product/s/7178029,e67e07c6-9569-4e00-8b2a-102c4ec9dd33
CDW,https://www.cdw.com/product/s/7947955,85b1e100-caac-4e5e-acda-a9c5a8c300ee
CDW,https://www.cdw.com/product/s/8005399,c89966ef-fff7-4303-8cba-7a8603880979
CDW,https://www.cdw.com/product/s/7742219,7dd070e6-2aa1-465f-adce-1b5a4b42a706
CDW,https://www.cdw.com/product/s/7997096,90ef4695-d92f-4598-bb10-269741da174b
CDW,https://www.cdw.com/product/s/8009207,8d345d94-105a-4a98-b71c-fd3fff6c348e
CDW,https://www.cdw.com/product/s/7991439,96b13f3c-3d97-409d-9bdb-56fa6134a0e4
CDW,https://www.cdw.com/product/s/7793141,ff01a0c2-bdc9-4286-84f6-3f143fca746a
CDW,https://www.cdw.com/product/s/7927940,ab482558-2a45-47cb-809b-43870969366a
CDW,https://www.cdw.com/product/s/7891602,cfb6ef05-bdb6-4554-bf16-f928be4ceea9
